Sr. No,Institute Code,Institute Name,DISTRICT,Status,Fees,Hostel,Avg Placement,Highest Placement,Minority,Branch,GOPEN,GOPEN R,GOBC,GOBC R,GSC,GSC R,GST( S & H),GST R,GVJ(S & H),GVJ R,GNT1(S & H),GNT1 R,GNT2( S& H),GNT2 R,GNT3( S& H),GNT3 R,GSEBC (S & H),GSEBC R,LOPEN( S & H),LOPEN R,LOBC(S & H),LOBC R,LSC( S&  H),LSC R,LST(S & H),LST R,LVJ(S & H),LVJ R,LNT1(S & H),LNT1 R,LNT2(S & H),LNT2 R,LNT3(S & H),LNT3 R,LSEBC(S & H),LSEBC R,MI,MI R,TFWS,TFWS R,EWS,EWS R,ORPHAN,ORPHAN R,DEFOPENS,DEFOPENS R,DEFOBCS,DEFOBCS R,DEFROBCS,DEFROBCS R,DEFSCS,DEFSCS R,DEFRSCS,DEFRSCS R,DEFSTS,DEFSTS R,DEFSEBCS,DEFSEBCS R,DEFRSEBCS,DEFRSEBCS R,DEFRNT1S,DEFRNT1S R,DEFRNT2S,DEFRNT2S R,DEFRNT3S,DEFRNT3S R,DEFRVJS,DEFRVJS R,PWDOPENS,PWDOPENS R,PWDOPENH,PWDOPENH R,PWDOBCS,PWDOBCS R,PWDOBCH,PWDOBCH R,PWDROBCS,PWDROBCS R,PWDROBCH,PWDROBCH R,PWDSCS,PWDSCS R,PWDSCH,PWDSCH R,PWDRSCS,PWDRSCS R,PWDRSCH,PWDRSCH R,PWDRSTS,PWDRSTS R,PWDRSTH,PWDRSTH R,PWDSEBCS,PWDSEBCS R,PWDRSEBCS,PWDRSEBCS R,PWDRSEBCH,PWDRSEBCH R,PWDRNT1S,PWDRNT1S R,PWDRNT2S,PWDRNT2S R,PWDRNT3S,PWDRNT3S R,PWDRVJS,PWDRVJS R,AI,AI R
1123,5162,"Amrutvahini Sheti & Shikshan Vikas Sanstha'S Amrutvahini College Of Engineering, Sangamner",Ahmednagar,Un-Aided,M,,3.5 to 4.5 LPA,19.20 LPA,,Electrical Engineering,75.7359803,68270,75.0114283,70181,52.5184688,117358,,,42.1597155,134651,71.5965758,78596,72.8176141,75675,,,43.8452614,131609,79.5235744,58811,79.0646435,60060,60.5030966,102282,,,50.6004122,121044,,,75.7359803,68328,65.0377535,93772,61.6354671,100291,,,81.8151897,52544,7.7921536,174005,,,39.0541888,138322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3601588,41095
1113,5161,"Dr. Vithalrao Vikhe Patil College Of Engineering, Ahmednagar",Ahmednagar,Un-Aided,M,,6.14 LPA,27.5 LPA,,Information Technology,77.1713278,64554,76.1358545,67402,60.546705,101706,15.5975889,166921,67.294477,88670,76.8897938,65119,70.889365,80049,74.6830629,71099,65.2298851,93529,78.4440843,61524,79.7465759,58163,58.5786927,106000,,,,,79.4895283,59084,,,,,60.2921536,102959,,,80.7858869,55257,24.3094646,157532,,,46.3657898,127685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2823599,41227
1119,5161,"Dr. Vithalrao Vikhe Patil College Of Engineering, Ahmednagar",Ahmednagar,Un-Aided,M,,6.14 LPA,27.5 LPA,,Artificial Intelligence And Data Science,77.1713278,64567,75.6212581,68505,64.6500162,94225,,,,,69.627936,83288,73.4250332,74386,,,65.4406319,92314,79.8240416,57887,79.0646435,60070,55.2318816,111935,,,,,,,,,,,61.8908693,99797,,,83.7440631,47251,22.4081803,159561,,,72.5041736,76515,,,63.2687832,96176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.8069025,46510
1247,5382,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College Of Engineering, Nepti",Ahmednagar,Un-Aided,L,,3 LPA,7 LPA,,Computer Engineering,76.7300255,65847,73.7743452,73529,60.2294112,103383,,,63.0701676,97504,,,,,,,60.8485656,100730,79.1318865,59817,74.5088207,71160,,,,,,,,,70.2544031,82114,69.275473,83958,78.9969285,60321,,,85.5352459,41921,56.846611,110317,,,82.1493863,51785,,,67.6158803,87697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.2354795,46099
1127,5162,"Amrutvahini Sheti & Shikshan Vikas Sanstha'S Amrutvahini College Of Engineering, Sangamner",Ahmednagar,Un-Aided,M,,3.5 to 4.5 LPA,19.20 LPA,,Automation And Robotics,79.7465759,58082,77.6411427,63974,34.8626522,144314,,,,,,,,,76.7997668,65251,65.722735,91621,82.1493863,51671,79.1872032,59559,37.6014199,141107,,,53.7694785,115592,,,70.5008347,81227,,,75.6212581,68585,,,85.3822102,42602,12.6044134,169772,,,48.0648514,124693,,,12.6135136,169659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.524704,42143
1543,6250,"D.Y. Patil College Of Engineering And Technology, Kolhapur",Kolhapur,"Un-Aided, Auto",M,,4.6  LPA,7.8  LPA,,Mechanical Engineering,72.7750912,76035,59.8892661,105102,51.2783205,118881,18.5574725,164023,31.3198919,149282,55.0733859,112924,62.795808,98658,61.8908693,99826,69.4683908,83577,70.2544031,81877,50.6004122,121309,10.8434786,171580,,,28.3301002,152435,57.414259,107531,46.2784017,128402,47.4207012,126407,66.1855163,90147,,,78.2152555,61694,42.2200941,134312,11.8827852,170275,19.1157452,163252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.3171452,50736
1129,5164,"P.S.G.V.P. Mandal'S D.N. Patel College Of Engineering, Shahada, Dist. Nandurbar",Nandurbar,Un-Aided,L,,3.5 LPA,5.5 LPA.,LM - Gujarathi,Civil Engineering,19.3655345,162765,,,,,,,,,,,,,,,,,38.5392182,139753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3109763,88595
1130,5164,"P.S.G.V.P. Mandal'S D.N. Patel College Of Engineering, Shahada, Dist. Nandurbar",Nandurbar,Un-Aided,L,,3.5 LPA,5.5 LPA.,LM - Gujarathi,Computer Engineering,67.8622856,86922,,,,,,,,,,,,,,,,,76.4789025,66746,,,,,,,,,,,,,,,,,22.4081803,159465,83.032746,48997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4720353,39786
1131,5164,"P.S.G.V.P. Mandal'S D.N. Patel College Of Engineering, Shahada, Dist. Nandurbar",Nandurbar,Un-Aided,L,,3.5 LPA,5.5 LPA.,LM - Gujarathi,Electrical Engineering,27.815423,153461,,,,,,,,,,,,,,,,,20.1344161,162167,,,,,,,,,,,,,,,,,3.4404128,177285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8427081,158886
1132,5164,"P.S.G.V.P. Mandal'S D.N. Patel College Of Engineering, Shahada, Dist. Nandurbar",Nandurbar,Un-Aided,L,,3.5 LPA,5.5 LPA.,LM - Gujarathi,Electronics And Telecommunication Engg,44.8929536,129866,,,,,,,,,,,,,,,,,51.2170385,119234,,,,,,,,,,,,,,,,,2.3525003,178116,63.2340107,96629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.200015,79301
1133,5164,"P.S.G.V.P. Mandal'S D.N. Patel College Of Engineering, Shahada, Dist. Nandurbar",Nandurbar,Un-Aided,L,,3.5 LPA,5.5 LPA.,LM - Gujarathi,Instrumentation Engineering,5.5604039,175704,,,,,,,,,,,,,,,,,1.1972353,178846,,,,,,,,,,,,,,,,,12.6044134,169849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0892338,86155
1134,5164,"P.S.G.V.P. Mandal'S D.N. Patel College Of Engineering, Shahada, Dist. Nandurbar",Nandurbar,Un-Aided,L,,3.5 LPA,5.5 LPA.,LM - Gujarathi,Mechanical Engineering,14.1948203,168061,,,,,,,,,,,,,,,,,2.3977754,178045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3427669,187625
1135,5168,"T.M.E. Society'S J.T.Mahajan College Of Engineering, Faizpur",Jalgaon,Un-Aided,L,,4.47 LPA,8 LPA,,Civil Engineering,40.1066152,137252,10.2692323,171823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,5152,"G H Raisoni College Of Engineering And Management, Jalgaon",Jalgaon,"Un-Aided, Auto",L,,4.12 LPA,9 LPA,LM - Hindi,Electronics And Telecommunication Engg,68.4785771,85505,,,,,,,,,,,,,,,,,67.294477,88775,,,,,,,,,,,,,,,,,,,70.889365,79980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.2301802,44949
1131,6319,"Shahajirao Patil Vikas Pratishthan, S.B.Patil College Of Engineering, Vangali, Tal. Indapur",Pune,Un-Aided,M,NA,1.5 LPA,3.6 LPA,,Artificial Intelligence And Data Science,73.3652047,74772,71.4038201,79022,47.4576949,125809,,,,,,,70.6178643,80635,,,,,77.8466015,62675,71.716606,78207,42.1597155,134828,,,42.725346,133351,,,,,,,65.2878345,93022,,,83.5806009,47743,30.4575002,150487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,6177,"Sinhgad College Of Engineering, Vadgaon (Bk), Pune",Pune,Un-Aided,M,A,4.5  LPA,33.25  LPA,,Mechanical Engineering,71.5965758,78805,65.9366282,90987,29.3071786,151255,,,42.2200941,134252,55.3559436,111873,62.8351694,98385,65.722735,91536,44.8929536,129905,64.6500162,94287,55.2318816,112236,2.7561837,177793,,,9.3921759,172736,41.3261276,135396,52.0276576,118508,59.3445914,105449,44.8929536,130077,,,79.8240416,58017,8.8405987,173105,,,69.7604398,83084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.524704,42169
1139,5169,"Nagaon Education Society'S Gangamai College Of Engineering, Nagaon, Tal Dist Dhule",Dhule,Un-Aided,L,,3.6 LPA,15 LPA,,Civil Engineering,47.4207012,126182,28.0884374,152942,16.7391126,165388,20.9331029,161750,9.9567819,171997,,,,,,,,,12.5620266,169917,6.3063439,174970,,,,,,,37.6014199,141135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0550229,145185
1172,5177,"Matoshri College Of Engineering And Research Centre, Eklahare, Nashik",Nashik,"Un-Aided, Auto",L,,9 LPA,23 LPA,,Information Technology,72.8411223,75548,71.4038201,78930,57.9919409,106949,11.5084415,170618,,,66.1855163,90196,65.5460439,92125,72.6095528,76076,60.5030966,102240,73.112247,75138,72.3242844,76895,54.1800379,114184,,,58.1158577,106760,,,67.6158803,87677,,,39.5390798,137805,,,77.820685,63446,7.7070408,174064,,,20.9331029,161846,,,,,,,,,,,,,,,,,,,,,,,17.3380806,165131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.301262,43529
1141,5169,"Nagaon Education Society'S Gangamai College Of Engineering, Nagaon, Tal Dist Dhule",Dhule,Un-Aided,L,,3.6 LPA,15 LPA,,Electrical Engineering,37.6881791,140592,16.1364215,166343,3.89399,176946,,,14.0490445,168241,20.9331029,161752,,,,,,,27.9969458,153147,16.2979967,166016,,,,,,,,,,,,,,,,,,,,,,,79.8240416,57882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0626183,182595
1136,6632,Navsahyadri Education Society'S Group Of Institutions,Pune,Un-Aided,L,A,3.02 LPA,17.02 LPA,,Computer Engineering,72.6095528,76260,67.8622856,86893,46.3828235,127213,,,54.7526673,113196,42.1597155,134574,72.1467831,77315,69.275473,84000,62.795808,98702,71.716606,78114,69.8140377,82280,60.1504384,103875,,,63.0759599,96942,55.0733859,112709,65.3627105,92691,,,42.725346,133304,,,81.2084441,54352,34.8626522,144292,,,38.7773761,139313,,,,,,,,,,,,,,,,,,,,,,,,,17.7533973,164959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.223538,40196
1099,6635,Samarth College Of Engineering And Management,Pune,Un-Aided,M,A,,,,Computer Science And Engineering (Data Science),72.5041736,76572,63.2687832,96062,5.5566668,175745,,,23.9454765,158488,,,,,43.9565943,131293,7.8773225,173691,77.820685,63566,65.9366282,90856,34.8002089,144766,,,,,,,,,,,,,,,79.5235744,58763,22.974757,158798,,,17.3380806,165186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,5170,"Hindi Seva Mandal'S Shri Sant Gadgebaba College Of Engineering & Technology, Bhusawal",Jalgaon,Un-Aided,M,,3 LPA,19 LPA,LM - Hindi,Civil Engineering,30.4575002,150608,,,,,,,,,,,,,,,,,28.0884374,152879,,,,,,,,,,,,,,,,,16.8882979,165340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7034184,178615
686,3439,"Anjuman-I-Islam'S Kalsekar Technical Campus, Panvel",Raigad,Un-Aided,M,A,2 LPA,10 LPA,RM - Muslim,Computer Science And Engineering (Data Science),72.8411223,75490,,,,,,,,,,,,,,,,,73.3652047,74607,,,,,,,,,,,,,,,,,65.3627105,92945,84.524207,45129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,5170,"Hindi Seva Mandal'S Shri Sant Gadgebaba College Of Engineering & Technology, Bhusawal",Jalgaon,Un-Aided,M,,3 LPA,19 LPA,LM - Hindi,Electrical Engineering,9.4599659,172642,,,,,,,,,,,,,,,,,12.5620266,170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1972353,189100
1029,5106,"Khandesh College Education Society'S College Of Engineering And Management, Jalgaon",Jalgaon,Un-Aided,L,,6 LPA,26 LPA,,Computer Engineering,67.6869909,87341,66.8404462,89581,37.6881791,140598,13.6336642,168845,,,51.7862916,118684,52.0276576,118179,48.6637821,123926,,,71.3988776,79214,67.6869909,87382,57.2537563,108317,,,52.0276576,118199,,,,,,,13.647753,168683,,,66.1855163,90187,12.6135136,169729,,,7.3207233,174275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0362075,53445
1762,6320,"K.J.'S Educational Institute'S K.J.College Of Engineering & Management Research, Pisoli",Pune,Un-Aided,M,A,,,,Electronics And Telecommunication Engg,71.7682877,77931,68.9053056,84747,44.4778985,130701,,,54.3568289,113792,,,69.800376,82611,61.6354671,100078,65.4406319,92558,71.3988776,79144,70.8722936,80196,63.5370419,95422,,,,,,,69.2652564,84331,,,66.4751458,89759,,,76.5404634,66342,55.1151268,112366,,,43.8452614,131796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4401366,40958
1996,6808,"Keystone School Of Engineering, Pune",Pune,Un-Aided,M,A,3 LPA,20 LPA,,Electronics And Telecommunication Engg,71.7682877,77711,70.5008347,81142,52.9935209,116658,,,71.5965758,78665,,,,,,,69.627936,83336,74.9709109,70623,72.2338818,76899,57.3310702,107887,,,,,,,65.0377535,93657,45.5784574,128484,70.6178643,80471,,,76.7997668,65299,47.6302148,125719,,,46.5102928,126985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5337786,39725
1064,5124,"Jagadamba Education Soc. Nashik'S S.N.D. College Of Engineering & Reserch, Babulgaon",Nashik,Un-Aided,L,,5.5 LPA,10 LPA,,Information Technology,70.889365,80043,67.8622856,86782,39.0541888,138348,63.2340107,96445,59.0509185,105781,,,57.9919409,107010,,,58.1158577,106575,72.8176141,75688,69.0659616,84701,44.3676458,130835,23.9454765,158589,,,40.99476,136035,,,,,71.3988776,79240,,,73.5848302,73890,27.1291039,154807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4068257,51724
729,3471,"New Horizon Institute Of Technology & Management, Thane",Thane,Un-Aided,M,NA,3-4 LPA,7-8 LPA,,Mechatronics Engineering,72.6095528,76181,51.2783205,119164,39.7481853,137618,,,,,33.5585964,146213,,,,,,,73.8486985,73064,29.6395567,151067,16.2423214,166082,,,,,,,,,,,,,,,,,,,,,71.7115,78278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7199436,66969
1177,5177,"Matoshri College Of Engineering And Research Centre, Eklahare, Nashik",Nashik,"Un-Aided, Auto",L,,9 LPA,23 LPA,,Artificial Intelligence And Data Science,70.889365,79994,69.627936,83475,55.0733859,112701,7.7070408,174041,59.8892661,105216,55.0733859,112730,60.1291862,104110,66.8404462,89494,11.047683,171155,72.8176141,75765,71.3988776,79202,47.6302148,125422,,,13.5903735,168993,62.795808,98501,62.7216425,99255,,,45.3423263,129649,,,77.8410928,63017,6.8903978,174560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.6258093,45656
1153,5171,"Godavari Foundation'S Godavari College Of Engineering, Jalgaon",Jalgaon,Un-Aided,L,,8 LPA,12 LPA,,Electrical Engineering,31.6234334,148514,21.4924132,160633,,,,,,,10.8656299,171365,,,,,,,40.1066152,137118,34.1954023,145697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7034184,178570
1302,5449,"Shri Vile Parle Kelavani Mandal'S Institute Of Technology, Dhule",Dhule,Un-Aided,L,,3.6 LPA,6.5 LPA,LM - Gujarathi,Mechanical Engineering,65.3627105,92824,,,,,,,,,,,,,,,,,65.5460439,92269,,,,,,,,,,,,,,,,,,,72.1239122,77524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.1341107,45242
495,3196,"Lokmanya Tilak College Of Engineering, Kopar Khairane, Navi Mumbai",Thane,Un-Aided,M,A,5 LPA,12 LPA,LM - Hindi,Electrical Engineering,72.1467831,77187,,,,,,,,,,,,,,,,,67.294477,88648,,,,,,,,,,,,,,,,,14.7377685,167771,85.0982359,43586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1774008,39033
1156,5172,"R. C. Patel Institute Of Technology, Shirpur",Dhule,"Un-Aided, Auto",M,,3.5 LPA,7 LPA,LM - Gujarathi,Civil Engineering,62.795808,98531,,,,,,,,,,,,,,,,,63.9612515,94757,,,,,,,,,,,,,,,,,,,73.7743452,73613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.6655105,35859
1258,5396,"College Of Engineering And Technology ,North Maharashtra Knowledge City, Jalgaon",Jalgaon,Un-Aided,L,,6 LPA,6 LPA,,Computer Engineering,66.8505265,89225,63.9612515,94889,39.7481853,137410,51.2170385,119320,,,43.5298862,132181,,,30.4575002,150373,,,65.8812284,91078,62.8733646,97952,0.0466616,179608,,,,,,,,,,,57.2163252,108687,,,77.820685,63483,39.7481853,137482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.6793493,44501
521,3200,"Hope Foundation And Research Center'S Finolex Academy Of Management And Technology, Ratnagiri",Ratnagiri,Un-Aided,M,,2.5 LPA,4.5 LPA,,Electronics And Telecommunication Engg,76.1268781,67728,73.4468855,74056,61.6354671,100211,,,,,,,24.3027383,157673,,,46.3188381,127884,78.2152555,61807,76.7300255,65875,28.0884374,152887,,,49.513096,122959,,,,,,,47.9076668,125291,,,89.1051648,32289,9.3921759,172721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,5172,"R. C. Patel Institute Of Technology, Shirpur",Dhule,"Un-Aided, Auto",M,,3.5 LPA,7 LPA,LM - Gujarathi,Electrical Engineering,69.800376,82634,,,,,,,,,,,,,,,,,70.8722936,80269,,,,,,,,,,,,,,,,,,,76.7776254,65650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.864798,30929
1154,6635,Samarth College Of Engineering And Management,Pune,Un-Aided,M,A,,,,Artificial Intelligence And Machine Learning,70.889365,80027,65.5509182,91753,17.7533973,164928,,,6.5004331,174763,65.2878345,93088,59.8892661,105047,,,6.3954455,174891,74.5088207,71290,68.1767082,86318,30.9687071,149499,,,,,,,,,,,16.7391126,165482,,,75.0114283,70250,43.1231034,132874,,,14.7377685,167783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3638644,54161
1388,6145,"Jspm'S Jaywantrao Sawant College Of Engineering,Pune",Pune,Un-Aided,M,A,3.6 - 5.5  LPA,26.5  LPA,,Mechanical Engineering,70.8722936,80245,63.7045846,95300,36.0381755,142843,,,45.5784574,128731,54.0859766,114406,62.7875345,99152,70.6178643,80600,30.9687071,149466,58.1588042,106353,54.0859766,114379,22.4081803,159405,,,50.6004122,121159,32.8923205,147040,45.521922,128799,,,16.1364215,166226,,,79.3458895,59318,1.3879654,178724,,,19.5522021,162450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.7590468,43214
747,3546,Devi Mahalaxmi College Of Engineering And Technology,Kolhapur,Un-Aided,,,NA,NA,,Computer Engineering,72.3242844,76720,60.0743746,104391,34.8002089,144913,,,40.2848342,136608,,,60.1504384,103746,,,52.9935209,116683,67.8622856,86938,52.9935209,116452,55.3559436,111741,,,,,,,,,,,,,,,74.6830629,71000,12.6044134,169872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8118701,60378
986,4613,"Suryodaya College Of Engineering & Technology, Nagpur",Nagpur,"Un-Aided, Auto",L,,N/A(84 % Placement),N/A (84% placement),,Computer Engineering,69.4683908,83584,66.8404462,89611,63.2687832,96270,20.7289199,161903,,,60.2921536,102880,54.1800379,113949,62.902955,97704,55.3559436,111801,76.4789025,66594,67.8440824,87112,65.2878345,93197,52.2046883,117589,48.6138054,124421,73.5848302,73862,27.4155342,154226,,,,,,,68.7156482,84972,9.5534224,172503,19.2570952,162890,59.9791975,104690,,,,,,,,,,,,,,,,,,,,,,,25.0606208,156662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.8069025,46527
283,2533,"Csmss Chh. Shahu College Of Engineering, Aurangabad",Chhatrapati Sambhajinagar,Un-Aided,M,,2 LPA,6 LPA,,Electronics And Computer Engineering,70.8722936,80219,66.4751458,90015,49.6193645,122560,,,60.1504384,103643,61.6354671,100277,55.1151268,112311,53.7424491,116035,68.1767082,86245,71.4038201,78948,63.5370419,95439,64.6500162,94397,,,,,,,50.6004122,121335,,,69.0659616,84664,,,76.7300255,65725,34.805294,144660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.1076408,53281
1165,5173,"Snjb'S Late Sau. Kantabai Bhavarlalji Jain College Of Engineering, (Jain Gurukul), Neminagar,Chandwad,(Nashik)",Nashik,"Un-Aided, Auto",M,,4.3 LPA,7 LPA,RM - Jain,Civil Engineering,54.3920183,113255,,,,,,,,,,,,,,,,,58.1588042,106460,,,,,,,,,,,,,,,,,19.4065824,162621,60.8485656,100754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0466064,49944
1538,6223,"Pradnya Niketan Education Society'S Nagesh Karajagi Orchid College Of Engineering & Technology, Solapur",Solapur,"Un-Aided, Auto",M,,3  LPA,10.48  LPA,,Artificial Intelligence And Data Science,81.3738935,53961,76.7776254,65480,63.5370419,95605,,,66.8404462,89652,67.6158803,87756,,,,,73.8893284,72810,83.4700421,48380,78.81049,60964,67.0458361,89067,,,,,,,78.1496564,62445,,,82.0158422,51873,,,86.8966951,38288,75.3516004,69313,,,18.1477824,164518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2467682,38935
1954,6780,"D.Y.Patil Education Society'S,D.Y.Patil Technical Campus, Faculty Of Engineering & Faculty Of Management,Talsande,Kolhapur.",Kolhapur,"Un-Aided, Auto",L,,3 LPA,10 LPA,,Computer Science And Engineering (Data Science),71.3988776,79130,60.6237408,101311,55.0733859,112673,,,,,68.0717863,86655,67.0458361,88960,67.8622856,86815,68.2901694,85932,74.1162962,72376,63.0759599,96936,22.4081803,159438,,,14.0490445,168252,,,50.6340761,120916,,,70.8722936,80381,,,78.1973837,61924,47.9842799,124792,,,38.0295157,140499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,4145,"Wainganga College Of Engineering And Management, Dongargaon, Nagpur",Nagpur,"Un-Aided, Auto",M,,"
",N/A,,Computer Science And Engineering,68.2901694,86073,64.9513096,94073,63.5258359,95917,22.1725851,159837,67.294477,88620,57.414259,107859,40.7306838,136082,43.4393889,132277,15.4906838,167077,74.1162962,72327,68.4785771,85297,72.3242844,76745,35.3791065,143582,60.546705,101836,,,61.6354671,100279,38.7773761,139325,41.8427081,135046,,,69.0659616,84665,26.1271353,155118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.2004802,51027
1190,5182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College Of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",Nashik,Un-Aided,L,,4 LPA,9 LPA,,Computer Engineering,70.8722936,80392,69.2652564,84324,46.2784017,128333,25.6745674,155737,,,60.1504384,103634,44.5064233,130397,,,55.0733859,112676,74.3785526,71682,71.1376941,79711,51.1396363,119562,17.776617,164766,52.0861037,117839,,,66.4751458,89967,,,23.9454765,158688,,,75.3591206,68954,0.1566989,179531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4068257,51723
